code,year,amount_allocated,amount_revised,amount_used
04.63.03.46,2025,0,0,0
04.63.03.46,2026,3581000,3581000,
05.02.08.61,2009,0,150000,104763
05.02.08.61,2010,0,245000,29759
05.02.08.61,2011,0,216000,67254
05.02.08.61,2012,0,0,0
05.02.08.61,2013,0,0,0
18.11.01.97,2016,0,2560000,0
18.11.01.97,2017,0,3547000,220247
18.11.01.97,2018,0,3060000,625083
18.11.01.97,2019,0,4416000,2230073
18.11.01.97,2020,,0,0
18.11.01.97,2021,0,0,0
26.03.28.31,2007,0,0,0
26.03.28.31,2008,0,209000,536751
26.03.28.31,2009,0,1313000,1152035
26.03.28.31,2010,0,681000,480031
26.03.28.31,2011,96000,535000,114210
26.03.28.31,2012,95000,411000,263730
26.03.28.31,2013,0,0,0
26.03.28.31,2014,0,0,0
33.06.02.78,2017,0,0,0
33.06.02.78,2018,0,5741000,810353
33.06.02.78,2019,0,29823000,8022624
33.06.02.78,2020,,0,0
33.06.02.78,2021,0,0,0
34.01.02.35,2009,550000,550000,465353
34.01.02.35,2010,550000,573000,313813
34.01.02.35,2011,506000,764000,303762
34.01.02.35,2012,484000,754000,373987
34.01.02.35,2013,0,0,0
34.01.02.35,2014,0,0,0
34.06.03.24,1997,0,0,352070
34.06.03.24,1998,0,91000,224494
34.06.03.24,1999,0,0,285399
34.06.03.24,2000,0,206000,839760
34.06.03.24,2001,0,99000,445953
34.06.03.24,2002,0,40000,519990
34.06.03.24,2003,0,200000,826554
34.06.03.24,2004,0,0,656199
34.06.03.24,2005,0,0,630342
34.06.03.24,2006,0,0,882291
34.06.03.24,2007,0,0,898275
34.06.03.24,2008,0,183000,957990
34.06.03.24,2009,0,0,487686
34.06.03.24,2010,0,505000,915142
34.06.03.24,2011,0,698000,576644
34.06.03.24,2012,0,791000,1105575
34.06.03.24,2013,0,0,0
34.06.03.24,2014,0,0,0
34.06.03.30,2001,0,100000,347821
34.06.03.30,2002,0,547000,547000
34.06.03.30,2003,0,0,0
34.06.03.30,2004,0,0,0
34.06.03.30,2011,0,1000000,0
34.06.03.30,2012,0,1998000,752200
34.06.03.30,2013,0,0,0
34.06.03.30,2014,0,0,0
34.06.04.12,1997,2370000,4948000,4661210
34.06.04.12,1998,2905000,4591000,5213096
34.06.04.12,1999,2763000,8841000,6411134
34.06.04.12,2000,2910000,11214000,9027311
34.06.04.12,2001,3045000,6348000,5739026
34.06.04.12,2002,3460000,7130000,7636127
34.06.04.12,2003,2240000,6730000,6613686
34.06.04.12,2004,1850000,5585000,5526654
34.06.04.12,2005,1422000,8782000,5736969
34.06.04.12,2006,1300000,9629000,6739275
34.06.04.12,2007,1053000,10239000,10826688
34.06.04.12,2008,858000,11694000,10191556
34.06.04.12,2009,315000,10688000,7600266
34.06.04.12,2010,315000,16295000,10883653
34.06.04.12,2011,15622000,20443000,13367587
34.06.04.12,2012,20660000,23973000,18020952
34.06.04.12,2013,0,0,0
34.06.04.12,2014,0,0,0
34.06.04.35,2009,420000,420000,338655
34.06.04.35,2010,420000,321000,280661
34.06.04.35,2011,420000,380000,322972
34.06.04.35,2012,407000,529000,437846
34.06.04.35,2013,0,0,0
34.06.04.35,2014,0,0,0
34.06.04.38,2010,0,8446000,8446000
34.06.04.38,2011,0,11471000,9478500
34.06.04.38,2012,0,13292000,11062601
34.06.04.38,2013,0,0,0
34.06.04.38,2014,0,0,0
34.06.04.39,2010,0,17985000,17985000
34.06.04.39,2011,0,23002000,23002000
34.06.04.39,2012,0,25297000,22596270
34.06.04.39,2013,0,0,0
34.06.04.39,2014,0,0,0
34.06.04.43,2012,0,0,0
34.06.04.43,2013,0,0,0
34.06.04.43,2014,0,0,0
34.06.06.05,2000,0,0,865478
34.06.06.05,2001,0,0,612620
34.06.06.05,2002,0,0,487719
34.06.06.05,2003,0,0,4334
34.06.06.05,2004,0,0,438054
34.06.06.05,2005,0,0,0
34.06.06.05,2006,0,0,0
34.06.06.06,2000,0,0,140741
34.06.06.06,2001,0,0,35190
34.06.06.06,2002,0,0,103552
34.06.06.06,2003,0,0,50000
34.06.06.06,2004,0,0,0
34.06.06.06,2005,0,0,0
34.11.01.01,1997,16588000,19905000,12993762
34.11.01.01,1998,16201000,19371000,12298705
34.11.01.01,1999,8609000,15859000,6702001
34.11.01.01,2000,9500000,19088000,8789020
34.11.01.01,2001,8600000,20649000,7065010
34.11.01.01,2002,6926000,20574000,9146889
34.11.01.01,2003,6751000,19184000,7711515
34.11.01.01,2004,4000000,15408000,6789247
34.11.01.01,2005,3300000,13623000,3046401
34.11.01.01,2006,2700000,13903000,6268936
34.11.01.01,2007,2122000,15155000,6291747
34.11.01.01,2008,826000,17493000,4823192
34.11.01.01,2009,929000,27425000,5561109
34.11.01.01,2010,928000,44178000,18716079
34.11.01.01,2011,8800000,26041000,15222994
34.11.01.01,2012,5750000,24453000,13097985
34.11.01.01,2013,0,0,0
34.11.01.01,2014,0,0,0
34.11.01.02,1997,764000,764000,752271
34.11.01.02,1998,1066000,838000,0
34.11.01.02,1999,1201000,1101000,0
34.11.01.02,2000,1900000,3001000,808240
34.11.01.02,2001,1500000,2253000,147746
34.11.01.02,2002,1007000,2028000,886346
34.11.01.02,2003,1207000,1465000,706789
34.11.01.02,2004,500000,1258000,103404
34.11.01.02,2005,115000,1090000,699000
34.11.01.02,2006,200000,173000,73953
34.11.01.02,2007,0,96000,30
34.11.01.02,2008,0,0,0
34.11.01.02,2009,0,0,0
34.11.01.03,1997,0,0,0
34.11.01.03,1998,0,0,0
34.11.01.03,1999,0,0,0
34.11.01.03,2000,0,0,0
34.11.01.03,2001,0,0,0
34.11.01.03,2002,0,0,-16361
34.11.01.03,2003,0,0,0
34.11.01.03,2004,0,0,0
34.11.01.03,2005,0,0,0
34.11.01.03,2006,0,0,0
34.11.01.03,2009,0,-1500000,0
34.11.01.03,2010,0,-3000000,-3000000
34.11.01.03,2011,0,0,0
34.11.01.03,2012,0,0,0
34.11.01.04,1997,0,0,0
34.11.01.04,1998,0,0,0
34.11.01.04,1999,0,0,0
34.11.01.04,2000,0,0,0
34.11.01.04,2001,0,0,5454
34.11.01.04,2002,0,0,16361
34.11.01.04,2003,0,0,0
34.11.01.04,2004,0,0,0
34.11.01.04,2005,0,0,0
34.11.01.04,2006,0,0,0
34.11.01.05,1997,0,0,0
34.11.01.05,2000,0,30000,30000
34.11.01.05,2001,0,0,0
34.11.01.05,2002,0,0,0
34.11.01.05,2003,0,0,0
34.11.01.05,2004,0,0,0
34.11.01.05,2008,0,0,0
34.11.01.05,2009,0,1822000,822921
34.11.01.05,2010,0,3999000,1132405
34.11.01.05,2011,0,7183000,2686680
34.11.01.05,2012,0,16310000,8937684
34.11.01.05,2013,0,0,0
34.11.01.05,2014,0,0,0
34.11.01.06,1997,0,0,0
34.11.01.06,2011,0,0,0
34.11.01.06,2012,0,7691000,5239051
34.11.01.06,2013,0,0,0
34.11.01.06,2014,0,0,0
34.11.01.07,1997,0,9176000,9176311
34.11.01.07,1998,0,0,0
34.11.01.07,1999,0,0,0
34.11.01.08,1997,0,103000,0
34.11.01.08,1998,0,190000,16875
34.11.01.08,1999,0,174000,49775
34.11.01.08,2000,120000,123000,87000
34.11.01.08,2001,120000,420000,0
34.11.01.08,2002,0,290000,0
34.11.01.08,2003,0,290000,290223
34.11.01.08,2004,0,0,0
34.11.01.08,2005,0,0,0
34.11.01.09,1998,0,280000,81724
34.11.01.09,1999,0,482000,206298
34.11.01.09,2000,420000,543000,235496
34.11.01.09,2001,630000,185000,69177
34.11.01.09,2002,0,115000,76315
34.11.01.09,2003,0,39000,16513
34.11.01.09,2004,0,0,0
34.11.01.09,2005,0,0,0
34.11.01.10,1999,6006000,0,0
34.11.01.10,2000,3635000,0,0
34.11.01.10,2001,3500000,0,0
34.11.01.10,2002,3518000,0,0
34.11.01.10,2003,3343000,0,0
34.11.01.10,2004,150000,0,0
34.11.01.10,2005,0,0,0
34.11.01.10,2006,0,0,0
34.11.01.11,1999,0,-30000,0
34.11.01.11,2000,0,-30000,-30000
34.11.01.11,2001,0,0,0
34.11.01.11,2002,0,0,0
34.11.01.11,2003,0,0,0
34.11.01.11,2004,0,0,0
34.11.01.12,2000,0,85000,0
34.11.01.12,2001,0,0,0
34.11.01.12,2002,0,0,0
34.11.01.12,2003,0,0,0
34.11.01.12,2004,0,0,0
34.11.01.13,2001,400000,400000,0
34.11.01.13,2002,0,500000,299500
34.11.01.13,2003,0,200000,200000
34.11.01.13,2004,0,0,0
34.11.01.13,2005,0,0,0
34.11.01.14,2001,0,-60000,-58500
34.11.01.14,2002,0,0,0
34.11.01.14,2003,0,0,0
34.11.01.14,2004,0,0,0
34.11.01.15,2002,0,200000,200000
34.11.01.15,2003,0,0,0
34.11.01.15,2004,0,0,0
34.11.01.15,2005,0,1011000,0
34.11.01.15,2006,0,0,0
34.11.01.15,2007,0,0,0
34.11.01.16,2003,0,0,-2767
34.11.01.16,2004,0,0,0
34.11.01.16,2005,0,0,0
34.11.01.16,2006,0,0,0
34.11.01.20,2007,0,200000,191135
34.11.01.20,2008,0,0,0
34.11.01.20,2009,0,761000,637817
34.11.01.20,2010,0,574000,428272
34.11.01.20,2011,500000,626000,604574
34.11.01.20,2012,500000,1324000,607235
34.11.01.20,2013,0,0,0
34.11.01.20,2014,0,0,0
34.11.01.21,2008,0,0,0
34.11.01.22,2008,0,0,0
34.11.01.22,2009,0,4500000,3750000
34.11.01.22,2010,0,750000,575000
34.11.01.22,2011,0,175000,159088
34.11.01.22,2012,0,0,0
34.11.01.22,2013,0,0,0
34.11.01.23,2010,0,0,0
34.11.01.23,2011,0,0,0
34.11.01.95,1998,0,345000,0
34.11.01.95,1999,0,0,0
34.11.01.95,2000,0,0,0
34.11.01.95,2001,0,0,0
34.11.01.95,2002,0,0,0
34.11.01.95,2003,0,0,0
34.11.01.95,2004,0,0,0
34.12.01.01,1997,819000,1067000,297125
34.12.01.01,1998,709000,831000,408966
34.12.01.01,1999,0,0,0
34.12.01.01,2000,0,0,0
34.12.01.95,1998,0,14000,0
34.12.01.95,1999,0,0,0
34.12.01.95,2000,0,0,0
34.12.02.01,1997,382000,382000,246784
34.12.02.01,1998,411000,0,0
34.12.02.01,1999,0,0,0
34.12.02.01,2000,0,0,0
34.12.02.95,1998,0,8000,0
34.12.02.95,1999,0,0,0
34.12.02.95,2000,0,0,0
34.12.03.01,1999,400000,570000,226891
34.12.03.01,2000,840000,1173000,533430
34.12.03.01,2001,300000,649000,0
34.12.03.01,2002,243000,892000,140080
34.12.03.01,2003,163000,1155000,410279
34.12.03.01,2004,252000,824000,311933
34.12.03.01,2005,50000,255000,54847
34.12.03.01,2006,3067000,1343000,0
34.12.03.01,2007,200000,2374000,185028
34.12.03.01,2008,0,0,0
34.12.03.01,2009,0,0,0
34.12.03.02,2001,500000,340000,0
34.12.03.02,2002,455000,380000,339999
34.12.03.02,2003,455000,47000,40000
34.12.03.02,2004,0,0,0
34.12.03.02,2005,0,0,0
34.12.03.03,2004,0,500000,0
34.12.03.03,2005,5000000,0,0
34.12.03.03,2006,0,0,0
34.12.03.03,2007,1000000,0,0
34.12.03.03,2008,0,0,0
34.12.03.03,2009,0,0,0
34.12.03.04,2004,0,500000,0
34.12.03.04,2005,0,3900000,820562
34.12.03.04,2006,0,3287000,547205
34.12.03.04,2007,0,2848000,1600372
34.12.03.04,2008,0,0,0
34.12.03.04,2009,0,0,0
34.12.03.05,2005,0,1500000,0
34.12.03.05,2006,0,4169000,818061
34.12.03.05,2007,960000,6417000,1305760
34.12.03.05,2008,0,0,0
34.12.03.05,2009,0,0,0
34.12.03.06,2005,0,234000,0
34.12.03.06,2006,0,30000,20000
34.12.03.06,2007,0,14000,14066
34.12.03.06,2008,0,0,0
34.12.03.06,2009,0,0,0
34.12.03.07,2005,0,250000,0
34.12.03.07,2006,0,333000,22967
34.12.03.07,2007,0,388000,115088
34.12.03.07,2008,0,0,0
34.12.03.07,2009,0,0,0
34.12.03.08,2005,0,0,0
34.12.03.08,2006,0,0,0
34.12.03.08,2007,0,165000,146809
34.12.03.08,2008,0,0,0
34.12.03.08,2009,0,0,0
34.12.03.09,2005,0,0,0
34.12.03.09,2006,0,0,0
34.12.03.09,2007,0,101000,0
34.12.03.09,2008,0,0,0
34.12.03.09,2009,0,0,0
34.12.03.12,2005,0,419000,419000
34.12.03.12,2006,0,0,0
34.12.03.12,2007,0,0,0
34.12.03.21,2008,1658000,9698000,3301647
34.12.03.21,2009,0,6320000,3075399
34.12.03.21,2010,0,4533000,602941
34.12.03.21,2011,0,3930000,1584187
34.12.03.21,2012,0,2104000,747301
34.12.03.21,2013,0,0,0
34.12.03.21,2014,0,0,0
34.12.03.22,2008,0,4953000,0
34.12.03.22,2009,1366000,6713000,1216235
34.12.03.22,2010,1366000,24056000,3666239
34.12.03.22,2011,0,20389000,10095226
34.12.03.22,2012,1324000,9501000,2826644
34.12.03.22,2013,0,0,0
34.12.03.22,2014,0,0,0
34.12.03.23,2008,0,0,0
34.12.03.23,2009,0,0,0
34.12.03.23,2010,0,0,0
34.12.03.24,2011,0,500000,0
34.12.03.24,2012,0,6954000,582650
34.12.03.24,2013,0,0,0
34.12.03.24,2014,0,0,0
34.12.03.25,2008,0,0,0
34.12.03.25,2009,0,2500000,0
34.12.03.25,2010,0,5500000,2412452
34.12.03.25,2011,0,3082000,1787258
34.12.03.25,2012,0,1194000,675480
34.12.03.25,2013,0,0,0
34.12.03.25,2014,0,0,0
34.12.03.26,2011,0,24000000,0
34.12.03.26,2012,0,118285000,86742145
34.12.03.26,2013,0,0,0
34.12.03.26,2014,0,0,0
34.12.03.27,2011,0,7000000,130271
34.12.03.27,2012,0,32615000,18921020
34.12.03.27,2013,0,0,0
34.12.03.27,2014,0,0,0
34.12.03.30,2012,0,0,0
34.12.03.30,2013,0,0,0
34.13.01.22,2008,0,2500000,0
34.13.01.22,2009,0,2500000,452609
34.13.01.22,2010,0,2047000,1984354
34.13.01.22,2011,0,63000,0
34.13.01.22,2012,0,0,0
34.13.01.22,2013,0,0,0
34.13.01.23,2008,0,0,0
34.13.01.23,2009,0,0,0
34.30.03.01,2013,595000,23071000,5330368
34.30.03.01,2014,595000,51822000,6397948
34.30.03.01,2015,7584000,42919000,11323971
34.30.03.01,2016,8000000,32137000,12578869
34.30.03.01,2017,5500000,19146000,10386311
34.30.03.01,2018,4000000,9759000,6171965
34.30.03.01,2019,3000000,5072000,2105621
34.30.03.01,2020,,3532000,1953882
34.30.03.01,2021,2689000,5017000,1280111
34.30.03.01,2022,2538000,6527000,2673456
34.30.03.01,2023,2222000,5501000,2112806
34.30.03.01,2024,1750000,5048000,2000345
34.30.03.01,2025,500000,4106000,1846785
34.30.03.01,2026,1500000,1500000,
34.30.03.02,2013,0,8000000,3608031
34.30.03.02,2014,0,5628000,3802418
34.30.03.02,2015,0,1652000,487159
34.30.03.02,2016,0,1162000,208265
34.30.03.02,2017,0,491000,220717
34.30.03.02,2018,0,8000,8190
34.30.03.02,2019,0,0,0
34.30.03.02,2020,,0,0
34.30.03.03,2013,0,120000000,97040094
34.30.03.03,2014,0,36027000,28612036
34.30.03.03,2015,0,563000,563282
34.30.03.03,2016,0,4250000,4178477
34.30.03.03,2017,0,7196000,7096901
34.30.03.03,2018,0,5079000,5130892
34.30.03.03,2019,7500000,7789000,5491391
34.30.03.03,2020,,4000000,3999045
34.30.03.03,2021,5301000,5701000,5647523
34.30.03.03,2022,3538000,6653000,5911416
34.30.03.03,2023,21459000,14457000,14299749
34.30.03.03,2024,20000000,18188000,17180980
34.30.03.03,2025,35000000,20801000,15886545
34.30.03.03,2026,21731000,21731000,
34.30.03.04,2013,0,13681000,5961648
34.30.03.04,2014,0,7605000,4854907
34.30.03.04,2015,0,2645000,2052341
34.30.03.04,2016,0,471000,338172
34.30.03.04,2017,0,91000,90296
34.30.03.04,2018,0,0,0
34.30.03.04,2019,0,0,0
34.30.03.05,2015,7262000,23241000,10397667
34.30.03.05,2016,3500000,36287000,12271320
34.30.03.05,2017,7500000,28287000,14624308
34.30.03.05,2018,6000000,33596000,14742566
34.30.03.05,2019,15340000,49074000,25340896
34.30.03.05,2020,,48027000,10735520
34.30.03.05,2021,14500000,44207000,12905609
34.30.03.05,2022,14357000,44516000,30901806
34.30.03.05,2023,12570000,23276000,6188533
34.30.03.05,2024,5000000,29425000,13464362
34.30.03.05,2025,3000000,18980000,7545717
34.30.03.05,2026,10000000,10000000,
34.30.03.06,2015,18800000,27306000,26349502
34.30.03.06,2016,20000000,28908000,23420262
34.30.03.06,2017,21000000,24604000,24554093
34.30.03.06,2018,21000000,31040000,28246580
34.30.03.06,2019,20000000,32477000,31378924
34.30.03.06,2020,,29250000,29033239
34.30.03.06,2021,27700000,30667000,27432319
34.30.03.06,2022,25116000,34990000,32494435
34.30.03.06,2023,45025000,52250000,52038939
34.30.03.06,2024,30000000,43527000,43525512
