code,title,program,reason
07.80.02.51,שיפץ והרחבת תחנות משטרה,קניות,Unrelated to green energy.
07.80.02.72,קרן התייעלות,קניות,Not specified as energy efficiency.
08.20.09.02,שירותי ייעוץ להתייעלות בתי המשפט,הוצאות כלליות,Not specified as energy efficiency.
33.06.02.08,מענקי הסכמים אחרים,תמיכות ומחקרים בחקלאות,"Too general, no mention of energy."
34.01.02.12,השתתפות רשות הגז הטבעי,אמרכלות ופעולות,Related to natural gas authority.
34.01.02.22,הוצאות במימון רשות הגז הטבעי,אמרכלות ופעולות,Related to natural gas authority.
34.01.02.53,"הוצאה סקר סיכונים קצא""א",אמרכלות ופעולות,Related to oil transport (Katz'a).
34.02.01.08,רזרבה - פיקוח יחידת המכרות,שירותים מרכזיים,"Related to mines unit, not green energy."
34.02.01.10,ייעוץ למרכז להתפלת מי ים ויבוא מים,שירותים מרכזיים,"Related to water desalination, not green energy."
34.02.01.13,רזרבה ליחידת הנפט,שירותים מרכזיים,Related to oil unit.
34.02.01.15,יעוץ למכרז להתפלה - מישור רותם,שירותים מרכזיים,"Related to water desalination, not green energy."
34.02.01.17,יעוץ להסכם עקרונות - ליבוא מים,שירותים מרכזיים,"Related to water import, not green energy."
34.05.01.01,"עב""צ",מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.02,החזר הוצאות רכב שרות ואישי,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.03,"רכישת שירותי כ""א",מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.04,שכר דירה,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.05,פעולות המינהלת,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.06,"נסיעות לחו""ל",מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.07,קניית רכב,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.08,אחזקת רכב ממשלתי,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.09,יעוץ משפטי,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.10,"ייעוץ וחו""ד מומחים בארץ",מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.11,תמיכה הנדסית וכלכלית,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.12,הפעלת אגף BOT,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.13,תכנון מפורט - צנרת גז טבעי - צפון ומרכז,מינהלת גז טבעי,Related to natural gas pipelines.
34.05.01.14,רזרבה לגז טבעי,מינהלת גז טבעי,Reserve for natural gas.
34.05.01.15,העסקת חברת ייעוץ בינלאומית,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.16,שעות נוספות,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.17,שכר עידוד,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.18,החזר דמי ביטוח - ענבל,מינהלת גז טבעי,Earmarked revenue for natural gas directorate.
34.05.01.19,השתתפות המרכז למיפוי ישראל,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.20,הכנסות ממכירת מסמכי מכרז,מינהלת גז טבעי,Earmarked revenue for natural gas directorate.
34.05.01.21,פעולות רשות העתיקות,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.22,רזרבה להיתרי בניה,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.23,מחלף נשרים,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.24,"תכנון תוספות לת""מ",מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.25,הכנת היתרי בניה,מינהלת גז טבעי,Related to natural gas directorate.
34.05.01.26,פיקוח על מערכת הגז,מינהלת גז טבעי,Supervision of natural gas system.
34.05.01.27,תכנון מערכת החלוקה,מינהלת גז טבעי,Related to natural gas distribution system.
34.05.01.95,רזרבה להתייקרויות כללית,מינהלת גז טבעי,General reserve for natural gas directorate.
34.06.03.33,הכנסות מועדת היגוי לרעידות אדמה,שירותים מרכזיים,Earmarked revenue for earthquake committee.
34.06.04.15,גורמי יציבות ים המלח רכישת ציוד ותוכנה,אמרכלות,Related to Dead Sea stability.
34.06.04.16,גורמי יציבות ים המלח מחקרים וייעוץ,אמרכלות,Related to Dead Sea stability.
34.06.04.30,מחקרים עבור הועדה לרעידות אדמה,אמרכלות,Research for earthquake committee.
34.06.04.31,מודל אגן כלנית,אמרכלות,Geological/hydrological model.
34.06.04.37,רזרבה לגורמי יציבות ים המלח,אמרכלות,Reserve for Dead Sea stability.
34.07.01.01,רשות הטבע והגנים,פעילות סיירת ירוקה,"'Green Patrol' refers to nature conservation, not energy."
34.07.01.02,השתתפות משרד הביטחון,פעילות סיירת ירוקה,"'Green Patrol' refers to nature conservation, not energy."
34.07.01.03,השתתפות משרד החקלאות,פעילות סיירת ירוקה,"'Green Patrol' refers to nature conservation, not energy."
34.07.01.04,הכנסות ממינהל מקרקעי ישראל,פעילות סיירת ירוקה,"'Green Patrol' refers to nature conservation, not energy."
34.07.01.05,הכנסות מקרן קיימת לישראל עבור סיירת הירוקה,פעילות סיירת ירוקה,"'Green Patrol' refers to nature conservation, not energy."
34.10.01.01,רשות לפיתוח הנגב,רשויות פיתוח אזוריות,"General regional development, not energy."
34.10.01.02,רשות לפיתוח הגליל,רשויות פיתוח אזוריות,"General regional development, not energy."
34.10.01.03,השתתפות משרד הפנים,רשויות פיתוח אזוריות,Internal budgetary transfer for general regional development.
34.10.01.04,"פרוייקט ""עלי נגב"" השתתפות משרד הפנים",רשויות פיתוח אזוריות,"General regional development project, not energy."
34.10.01.05,השתתפות משרד השיכון,רשויות פיתוח אזוריות,Internal budgetary transfer for general regional development.
